file,start,end
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/446/f68f9e70-dcf5-4441-a9cc-e67ccef09838.wav,0 days,0 days 00:00:03.072000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/506/0fd0be7e-457c-4d4c-aa9c-2443af21a03e.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/506/a4fb057f-c36b-4b7d-8630-0b23a7daf63c.wav,0 days,0 days 00:00:17.749312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/506/cfd651a7-f277-4001-ad9a-da7c5780ae60.wav,0 days,0 days 00:00:30.037312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/506/e6b89a47-cccb-4d18-951c-6e865fd032a3.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/313/64ecfb4b-295c-44fc-9cc4-74799c7d42e3.wav,0 days,0 days 00:00:27.989312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/313/a7c98aac-8abf-4bad-8d3d-42bafe97b157.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/351/c7618b35-9402-43eb-be28-0e46fe6cf8f7.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/368/087bc4d1-f165-461c-84a4-cd7f23cbe748.wav,0 days,0 days 00:00:29.013312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/368/b96ecea2-d710-4735-93a3-47bbfec94482.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/368/cb97650a-c2a4-4465-806b-9ce39f390e42.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/380/09135d7d-91c0-4e21-b52c-0bb01662fa45.wav,0 days,0 days 00:00:09.216000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/380/66349d17-f6c4-4c61-9295-9a4c2aef09f6.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/380/6aadf199-c150-4367-868d-c577f6f2ac2a.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/380/a36e2d99-7e38-4531-90c2-457180c9551e.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/388/41bb11ac-3dd8-42da-93fe-9562c282b95e.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/388/e07e3475-3eb6-4d3f-9497-0ec40d2d718c.wav,0 days,0 days 00:00:08.192000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/388/e8513894-0111-462d-9ad3-91c62162e53d.wav,0 days,0 days 00:00:22.186687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/396/111a3ee9-41d8-4d9b-858a-cb2e3c86f29d.wav,0 days,0 days 00:00:16.384000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/396/49ad7fd5-d022-419e-8516-f152e8163f78.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/396/5a01252e-5d75-4219-bcd8-bdfde3e59369.wav,0 days,0 days 00:00:05.802687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/396/dbe23307-f011-4e1e-b5dc-d0ec55f0710e.wav,0 days,0 days 00:00:07.168000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/407/50a2a14e-c97d-46f9-8440-cee35f44627b.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/407/5189b41c-d589-4aa8-b770-a34f881f9247.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/421/5a3ce7e4-545e-45a1-815e-0167311dcc12.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/421/70f06633-f1ad-4454-9172-fa845c525478.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/421/7ee7f09d-d65d-4a87-9137-cb9e7dc94879.wav,0 days,0 days 00:00:07.509312499
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/421/7efc821d-121d-4b3f-9f6b-b9b199963cc3.wav,0 days,0 days 00:00:18.090687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/429/ac6c5999-87c1-47d9-8ab7-7e36909756af.wav,0 days,0 days 00:00:03.072000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/429/bb573383-6ba3-4e58-8540-496be03fea0c.wav,0 days,0 days 00:00:05.802687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/429/db061b37-8c8e-4b5f-b81a-111a852112c6.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/429/de31d83b-f6d3-497f-98f2-7c52ef1dc0ae.wav,0 days,0 days 00:00:16.725312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/430/05f5ccc8-9ffd-4ce0-9511-4945c813f66d.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/430/70c3a634-b019-4a02-b091-83fd002a6ad6.wav,0 days,0 days 00:00:07.509312499
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/430/ba0aa206-a11e-4949-9fa6-e7dc4dd3e04a.wav,0 days,0 days 00:00:16.725312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/430/ebdc9385-b156-44af-bf6e-bc943f1216d8.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/441/50eab5d2-7801-40c7-9a39-b9db1505ae74.wav,0 days,0 days 00:00:03.072000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/441/6b1e48fa-96a8-44a7-bbbd-5301f0b94088.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/441/7eab5488-fb2e-401e-8ad0-1aa66fb609dc.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/441/8cbf14f3-5c33-4868-84a3-c1d08e8c0a57.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/441/b3745cfc-9181-465a-bf4c-bfc48409cd57.wav,0 days,0 days 00:00:23.210687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/452/27fb7e3f-c879-48bf-be7f-873339071244.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/452/63a08e21-4fbc-4089-960d-5daaa3ac2213.wav,0 days,0 days 00:00:06.485312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/452/7c0d5b2c-1f6a-4973-8126-aa2425f5759b.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/457/20e508c9-11ab-4168-89fd-934b32dbd776.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/457/3d72e5e0-263e-4d49-af18-e58de64b33b5.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/457/d59827b0-8e8f-48c8-91d5-627300b6c1ad.wav,0 days,0 days 00:00:08.874687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/465/25e6d08e-99d2-4d3c-939d-ebcae3627e1d.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/465/8dd73446-8a90-43d4-abe5-4b21d9cd60d8.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/465/f792d067-f317-4a73-ab88-a785e5c14a13.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/465/f7be32cc-c635-4b2a-ad75-503380aad6f3.wav,0 days,0 days 00:00:02.730687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/478/1fb9ef20-8ed1-47a6-a09c-5f1bbd426c33.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/478/268fcd0d-aec3-4aba-98fa-801114a5287f.wav,0 days,0 days 00:00:24.576000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/478/c8fb6d38-7231-400a-949d-0eabb310b1b2.wav,0 days,0 days 00:00:08.874687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/478/daaf28b4-4ad8-46ee-b0f4-a9b63686e50b.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/484/04accd24-a27c-4b3b-8b02-4c556fb7e3df.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/890068-7de89a0/484/08044e67-4b9b-4872-8fa1-66d1e97c0d10.wav,0 days,0 days 00:00:14.336000
